CharacteristicName,ResultValue,ResultSampleFraction
Manganese,0,Dissolved
Nitrate,73,"Filtered, field"
Nitrite,2,"Filtered, field"
Organic carbon,777,Dissolved
pH,8.37,
Potassium,2.22,Dissolved
Silica_reactive,1.83,Total
Sodium,7.35,"Filtered, field"
Soluble Reactive Phosphorus (SRP),36,"Filtered, field"
Sulfate,18.57,Dissolved
Total Nitrogen_mixed forms,445,Dissolved
Total Particulate Carbon,940,Suspended
Total Particulate Nitrogen,108,Non-Filterable (Particle)
Total Particulate Phosphorus,30,Non-Filterable (Particle)
Total Phosphorus_mixed forms,40,Dissolved
Total suspended solids,29,Non-Filterable (Particle)
Total suspended solids,,Non-Filterable (Particle)
Alkalinity_total,0,Dissolved
Ammonia,5,"Filtered, field"
Calcium,21.2,Dissolved
Chloride,6.02,"Filtered, field"
Chlorophyll a,2.96,Total
Chlorophyll a,1.94,
Conductivity,218,Total
Inorganic carbon,1653,Dissolved
Iron,0,Dissolved
Magnesium,8.6,Dissolved
Manganese,0,Dissolved
Nitrate,187,"Filtered, field"
Nitrite,1,"Filtered, field"
Organic carbon,804,Dissolved
pH,8.31,
Potassium,2.29,Dissolved
Silica_reactive,2.17,Total
Sodium,7.15,"Filtered, field"
Soluble Reactive Phosphorus (SRP),46,"Filtered, field"
Sulfate,19.6,Dissolved
Total Nitrogen_mixed forms,555,Dissolved
Total Particulate Carbon,940,Suspended
Total Particulate Nitrogen,106,Non-Filterable (Particle)
Total Particulate Phosphorus,28,Non-Filterable (Particle)
Total Phosphorus_mixed forms,48,Dissolved
Total suspended solids,,Non-Filterable (Particle)
Total suspended solids,25,Non-Filterable (Particle)
Alkalinity_total,0,Dissolved
Ammonia,10,"Filtered, field"
Calcium,19.8,Dissolved
Chloride,4.94,"Filtered, field"
Chlorophyll a,42.03,Total
Chlorophyll a,34.08,
Conductivity,195,Total
Inorganic carbon,1530,Dissolved
Iron,0,Dissolved
Magnesium,7.6,Dissolved
Manganese,0,Dissolved
Nitrate,131,"Filtered, field"
Nitrite,3,"Filtered, field"
Organic carbon,851,Dissolved
pH,8.33,
Potassium,2.09,Dissolved
Silica_reactive,1.99,Total
Sodium,6.1,"Filtered, field"
Soluble Reactive Phosphorus (SRP),29,"Filtered, field"
Sulfate,16.22,Dissolved
Total Nitrogen_mixed forms,585,Dissolved
Total Particulate Carbon,4110,Suspended
Total Particulate Nitrogen,733,Non-Filterable (Particle)
Total Particulate Phosphorus,58,Non-Filterable (Particle)
Total Phosphorus_mixed forms,41,Dissolved
Total suspended solids,31,Non-Filterable (Particle)
Total suspended solids,,Non-Filterable (Particle)
Alkalinity_total,0,Dissolved
Ammonia,10,"Filtered, field"
Calcium,21.2,Dissolved
Chloride,6.02,"Filtered, field"
Chlorophyll a,2.12,Total
Chlorophyll a,1.27,
Conductivity,215,Total
Inorganic carbon,1650,Dissolved
Iron,0,Dissolved
Magnesium,8.5,Dissolved
Manganese,0,Dissolved
Nitrate,150,"Filtered, field"
Nitrite,2,"Filtered, field"
Organic carbon,787,Dissolved
pH,8.3,
Potassium,2.25,Dissolved
Silica_reactive,2.05,Total
Sodium,7.3,"Filtered, field"
Soluble Reactive Phosphorus (SRP),45,"Filtered, field"
Sulfate,23.04,Dissolved
Total Nitrogen_mixed forms,500,Dissolved
Total Particulate Carbon,1110,Suspended
Total Particulate Nitrogen,123,Non-Filterable (Particle)
Total Particulate Phosphorus,35,Non-Filterable (Particle)
Total Phosphorus_mixed forms,47,Dissolved
Total suspended solids,,Non-Filterable (Particle)
Total suspended solids,32,Non-Filterable (Particle)
Alkalinity_total,0,Dissolved
Ammonia,10,"Filtered, field"
Calcium,17,Dissolved
Chloride,3.97,"Filtered, field"
Chlorophyll a,16.87,Total
Chlorophyll a,11.42,
Conductivity,166,Total
Inorganic carbon,1345,Dissolved
Iron,0,Dissolved
Magnesium,6.3,Dissolved
Manganese,0,Dissolved
Nitrate,92,"Filtered, field"
Nitrite,2,"Filtered, field"
Organic carbon,874,Dissolved
pH,8.2,
Potassium,1.73,Dissolved
Silica_reactive,1.62,Total
Sodium,4.8,"Filtered, field"
Soluble Reactive Phosphorus (SRP),25,"Filtered, field"
Sulfate,12.27,Dissolved
Total Nitrogen_mixed forms,495,Dissolved
Total Particulate Carbon,2120,Suspended
Total Particulate Nitrogen,380,Non-Filterable (Particle)
Total Particulate Phosphorus,40,Non-Filterable (Particle)
Total Phosphorus_mixed forms,30,Dissolved
Total suspended solids,,Non-Filterable (Particle)
Total suspended solids,23,Non-Filterable (Particle)
Alkalinity_total,0,Dissolved
Alkalinity_total,0,Dissolved
Ammonia,15,"Filtered, field"
Ammonia,15,"Filtered, field"
Calcium,0,Dissolved
Calcium,0,Dissolved
Chloride,9.95,"Filtered, field"
Chloride,4.94,"Filtered, field"
Chlorophyll a,0.58,Total
Chlorophyll a,1.47,Total
Chlorophyll a,0,
Chlorophyll a,0,
Conductivity,348,Total
Conductivity,240,Total
Inorganic carbon,2350,Dissolved
Inorganic carbon,1690,Dissolved
Iron,0,Dissolved
Iron,0,Dissolved
Magnesium,0,Dissolved
Magnesium,0,Dissolved
Manganese,0,Dissolved
Manganese,0,Dissolved
Nitrate,260,"Filtered, field"
Nitrate,189,"Filtered, field"
Nitrite,10,"Filtered, field"
Nitrite,2,"Filtered, field"
Organic carbon,870,Dissolved
Organic carbon,820,Dissolved
pH,8.35,
pH,8.26,
Potassium,0,Dissolved
Potassium,0,Dissolved
Silica_reactive,3.48,Total
Silica_reactive,2.69,Total
Sodium,0,"Filtered, field"
Sodium,0,"Filtered, field"
Soluble Reactive Phosphorus (SRP),44,"Filtered, field"
Soluble Reactive Phosphorus (SRP),53,"Filtered, field"
Sulfate,32.29,Dissolved
Sulfate,20.75,Dissolved
Total Nitrogen_mixed forms,770,Dissolved
Total Nitrogen_mixed forms,645,Dissolved
Total Particulate Carbon,410,Suspended
Total Particulate Carbon,380,Suspended
Total Particulate Nitrogen,27,Non-Filterable (Particle)
Total Particulate Nitrogen,23,Non-Filterable (Particle)
Total Particulate Phosphorus,7,Non-Filterable (Particle)
Total Particulate Phosphorus,6,Non-Filterable (Particle)
Total Phosphorus_mixed forms,85,Dissolved
Total Phosphorus_mixed forms,59,Dissolved
Total suspended solids,5,Non-Filterable (Particle)
Total suspended solids,1,Non-Filterable (Particle)
Total suspended solids,,Non-Filterable (Particle)
Total suspended solids,4,Non-Filterable (Particle)
Alkalinity_total,0,Dissolved
Alkalinity_total,0,Dissolved
Ammonia,5,"Filtered, field"
Ammonia,5,"Filtered, field"
Calcium,0,Dissolved
Calcium,0,Dissolved
Chloride,11.39,"Filtered, field"
Chloride,2.66,"Filtered, field"
Chlorophyll a,0.17,Total
Chlorophyll a,1.42,Total
Chlorophyll a,0,
Chlorophyll a,0,
Conductivity,359,Total
Conductivity,166,Total
Inorganic carbon,2320,Dissolved
Inorganic carbon,1280,Dissolved
Iron,0,Dissolved
Iron,0,Dissolved
Magnesium,0,Dissolved
Magnesium,0,Dissolved
Manganese,0,Dissolved
Manganese,0,Dissolved
Nitrate,310,"Filtered, field"
Nitrate,156,"Filtered, field"
Nitrite,10,"Filtered, field"
Nitrite,2,"Filtered, field"
Organic carbon,820,Dissolved
Organic carbon,910,Dissolved
pH,8.49,
pH,8.25,
Potassium,0,Dissolved
Potassium,0,Dissolved
Silica_reactive,3.08,Total
Silica_reactive,2.16,Total
Sodium,0,"Filtered, field"
Sodium,0,"Filtered, field"
Soluble Reactive Phosphorus (SRP),72,"Filtered, field"
Soluble Reactive Phosphorus (SRP),27,"Filtered, field"
Sulfate,34.71,Dissolved
Sulfate,9.76,Dissolved
Total Nitrogen_mixed forms,780,Dissolved
Total Nitrogen_mixed forms,605,Dissolved
Total Particulate Carbon,330,Suspended
Total Particulate Carbon,320,Suspended
Total Particulate Nitrogen,26,Non-Filterable (Particle)
Total Particulate Nitrogen,23,Non-Filterable (Particle)
Total Particulate Phosphorus,5,Non-Filterable (Particle)
Total Particulate Phosphorus,5,Non-Filterable (Particle)
Total Phosphorus_mixed forms,82,Dissolved
Total Phosphorus_mixed forms,34,Dissolved
Total suspended solids,1,Non-Filterable (Particle)
Total suspended solids,5,Non-Filterable (Particle)
Total suspended solids,,Non-Filterable (Particle)
Total suspended solids,2,Non-Filterable (Particle)
Alkalinity_total,0,Dissolved
Alkalinity_total,0,Dissolved
Ammonia,10,"Filtered, field"
Ammonia,5,"Filtered, field"
Calcium,0,Dissolved
Calcium,0,Dissolved
Chloride,25,"Filtered, field"
Chloride,1.53,"Filtered, field"
Chlorophyll a,0.56,Total
Chlorophyll a,3.13,Total
Chlorophyll a,0,
Chlorophyll a,0,
Conductivity,626,Total
Conductivity,119,Total
Inorganic carbon,3640,Dissolved
Inorganic carbon,990,Dissolved
Iron,0,Dissolved
Iron,0,Dissolved
Magnesium,0,Dissolved
Magnesium,0,Dissolved
Manganese,0,Dissolved
Manganese,0,Dissolved
Nitrate,660,"Filtered, field"
Nitrate,155,"Filtered, field"
Nitrite,10,"Filtered, field"
Nitrite,2,"Filtered, field"
Organic carbon,800,Dissolved
Organic carbon,880,Dissolved
pH,8.42,
pH,8.15,
Potassium,0,Dissolved
Potassium,0,Dissolved
Silica_reactive,6.06,Total
Silica_reactive,1.8,Total
Sodium,0,"Filtered, field"
Sodium,0,"Filtered, field"
Soluble Reactive Phosphorus (SRP),132,"Filtered, field"
Soluble Reactive Phosphorus (SRP),16,"Filtered, field"
Sulfate,75.03,Dissolved
Sulfate,3.9,Dissolved
Total Nitrogen_mixed forms,1240,Dissolved
Total Nitrogen_mixed forms,585,Dissolved
Total Particulate Carbon,530,Suspended
Total Particulate Carbon,330,Suspended
Total Particulate Nitrogen,43,Non-Filterable (Particle)
Total Particulate Nitrogen,27,Non-Filterable (Particle)
Total Particulate Phosphorus,15,Non-Filterable (Particle)
Total Particulate Phosphorus,5,Non-Filterable (Particle)
Total Phosphorus_mixed forms,137,Dissolved
Total Phosphorus_mixed forms,23,Dissolved
Total suspended solids,10,Non-Filterable (Particle)
Total suspended solids,5,Non-Filterable (Particle)
Total suspended solids,2,Non-Filterable (Particle)
Total suspended solids,,Non-Filterable (Particle)
Alkalinity_total,0,Dissolved
Alkalinity_total,0,Dissolved
Ammonia,5,"Filtered, field"
Ammonia,5,"Filtered, field"
Calcium,0,Dissolved
Calcium,0,Dissolved
Chloride,1.49,"Filtered, field"
Chloride,1.35,"Filtered, field"
Chlorophyll a,4.99,Total
Chlorophyll a,4.62,Total
Chlorophyll a,0,
Chlorophyll a,0,
Conductivity,110,Total
Conductivity,110,Total
Inorganic carbon,930,Dissolved
Inorganic carbon,910,Dissolved
Iron,0,Dissolved
Iron,0,Dissolved
Magnesium,0,Dissolved
Magnesium,0,Dissolved
Manganese,0,Dissolved
Manganese,0,Dissolved
Nitrate,183,"Filtered, field"
Nitrate,180,"Filtered, field"
Nitrite,2,"Filtered, field"
Nitrite,2,"Filtered, field"
Organic carbon,840,Dissolved
Organic carbon,840,Dissolved
pH,8.14,
pH,8.14,
Potassium,0,Dissolved
Potassium,0,Dissolved
Silica_reactive,2.1,Total
Silica_reactive,2.08,Total
Sodium,0,"Filtered, field"
Sodium,0,"Filtered, field"
Soluble Reactive Phosphorus (SRP),14,"Filtered, field"
Soluble Reactive Phosphorus (SRP),13,"Filtered, field"
Sulfate,3.32,Dissolved
Sulfate,3.48,Dissolved
Total Nitrogen_mixed forms,580,Dissolved
Total Nitrogen_mixed forms,580,Dissolved
Total Particulate Carbon,410,Suspended
Total Particulate Carbon,380,Suspended
Total Particulate Nitrogen,39,Non-Filterable (Particle)
Total Particulate Nitrogen,39,Non-Filterable (Particle)
Total Particulate Phosphorus,8,Non-Filterable (Particle)
Total Particulate Phosphorus,8,Non-Filterable (Particle)
Total Phosphorus_mixed forms,22,Dissolved
Total Phosphorus_mixed forms,21,Dissolved
Total suspended solids,,Non-Filterable (Particle)
Total suspended solids,4,Non-Filterable (Particle)
Total suspended solids,,Non-Filterable (Particle)
Total suspended solids,3,Non-Filterable (Particle)
Alkalinity_total,0,Dissolved
Alkalinity_total,0,Dissolved
Ammonia,10,"Filtered, field"
Ammonia,5,"Filtered, field"
Calcium,0,Dissolved
Calcium,0,Dissolved
Chloride,17.32,"Filtered, field"
Chloride,1.39,"Filtered, field"
Chlorophyll a,0.88,Total
Chlorophyll a,1.56,Total
Chlorophyll a,0,
Chlorophyll a,0,
Conductivity,491,Total
Conductivity,115,Total
Inorganic carbon,2910,Dissolved
Inorganic carbon,930,Dissolved
Iron,0,Dissolved
Iron,0,Dissolved
Magnesium,0,Dissolved
Magnesium,0,Dissolved
Manganese,0,Dissolved
Manganese,0,Dissolved
Nitrate,540,"Filtered, field"
Nitrate,183,"Filtered, field"
Nitrite,10,"Filtered, field"
Nitrite,2,"Filtered, field"
Organic carbon,800,Dissolved
Organic carbon,840,Dissolved
pH,8.43,
pH,8.17,
Potassium,0,Dissolved
Potassium,0,Dissolved
Silica_reactive,4.87,Total
Silica_reactive,2.05,Total
Sodium,0,"Filtered, field"
Sodium,0,"Filtered, field"
Soluble Reactive Phosphorus (SRP),101,"Filtered, field"
Soluble Reactive Phosphorus (SRP),14,"Filtered, field"
Sulfate,58.93,Dissolved
Sulfate,3.82,Dissolved
Total Nitrogen_mixed forms,1125,Dissolved
Total Nitrogen_mixed forms,590,Dissolved
Total Particulate Carbon,540,Suspended
Total Particulate Carbon,260,Suspended
Total Particulate Nitrogen,34,Non-Filterable (Particle)
Total Particulate Nitrogen,19,Non-Filterable (Particle)
Total Particulate Phosphorus,11,Non-Filterable (Particle)
Total Particulate Phosphorus,4,Non-Filterable (Particle)
Total Phosphorus_mixed forms,106,Dissolved
Total Phosphorus_mixed forms,21,Dissolved
Total suspended solids,9,Non-Filterable (Particle)
Total suspended solids,4,Non-Filterable (Particle)
Total suspended solids,2,Non-Filterable (Particle)
Total suspended solids,,Non-Filterable (Particle)
Alkalinity_total,0,Dissolved
Alkalinity_total,0,Dissolved
Ammonia,5,"Filtered, field"
Ammonia,10,"Filtered, field"
Calcium,0,Dissolved
Calcium,0,Dissolved
Chloride,5.64,"Filtered, field"
Chloride,6.39,"Filtered, field"
Chlorophyll a,0.36,Total
Chlorophyll a,1.6,Total
Chlorophyll a,0,
Chlorophyll a,0,
Conductivity,282,Total
Conductivity,286,Total
Inorganic carbon,1990,Dissolved
Inorganic carbon,1990,Dissolved
Iron,0,Dissolved
Iron,0,Dissolved
Magnesium,0,Dissolved
Magnesium,0,Dissolved
Manganese,0,Dissolved
Manganese,0,Dissolved
Nitrate,220,"Filtered, field"
Nitrate,152,"Filtered, field"
Nitrite,10,"Filtered, field"
Nitrite,2,"Filtered, field"
Organic carbon,770,Dissolved
Organic carbon,900,Dissolved
pH,8.38,
pH,8.38,
Potassium,0,Dissolved
Potassium,0,Dissolved
Silica_reactive,4.31,Total
Silica_reactive,2.77,Total
Sodium,0,"Filtered, field"
Sodium,0,"Filtered, field"
Soluble Reactive Phosphorus (SRP),86,"Filtered, field"
Soluble Reactive Phosphorus (SRP),55,"Filtered, field"
Sulfate,24.56,Dissolved
Sulfate,24.82,Dissolved
Total Nitrogen_mixed forms,670,Dissolved
Total Nitrogen_mixed forms,670,Dissolved
Total Particulate Carbon,470,Suspended
Total Particulate Carbon,350,Suspended
Total Particulate Nitrogen,40,Non-Filterable (Particle)
Total Particulate Nitrogen,24,Non-Filterable (Particle)
Total Particulate Phosphorus,10,Non-Filterable (Particle)
Total Particulate Phosphorus,6,Non-Filterable (Particle)
Total Phosphorus_mixed forms,91,Dissolved
Total Phosphorus_mixed forms,62,Dissolved
Total suspended solids,10,Non-Filterable (Particle)
Total suspended solids,5,Non-Filterable (Particle)
Total suspended solids,,Non-Filterable (Particle)
Total suspended solids,4,Non-Filterable (Particle)
Alkalinity_total,0,Dissolved
Ammonia,20,"Filtered, field"
Calcium,19.4,Dissolved
Chloride,5.2,"Filtered, field"
Chlorophyll a,4.07,Total
Chlorophyll a,3.21,
Conductivity,192,Total
Inorganic carbon,1509,Dissolved
Iron,0,Dissolved
Magnesium,7.5,Dissolved
Manganese,0,Dissolved
Nitrate,77,"Filtered, field"
Nitrite,2,"Filtered, field"
Organic carbon,818,Dissolved
pH,8.25,
Potassium,1.77,Dissolved
Silica_reactive,1.73,Total
Sodium,6.55,"Filtered, field"
Soluble Reactive Phosphorus (SRP),35,"Filtered, field"
Sulfate,15.66,Dissolved
Total Nitrogen_mixed forms,460,Dissolved
Total Particulate Carbon,730,Suspended
Total Particulate Nitrogen,101,Non-Filterable (Particle)
Total Particulate Phosphorus,25,Non-Filterable (Particle)
Total Phosphorus_mixed forms,39,Dissolved
Total suspended solids,12,Non-Filterable (Particle)
Total suspended solids,18,Non-Filterable (Particle)
Alkalinity_total,0,Dissolved
Ammonia,35,"Filtered, field"
Calcium,21,Dissolved
Chloride,9.12,"Filtered, field"
Chlorophyll a,23.25,Total
Chlorophyll a,18.01,
Conductivity,232,Total
Inorganic carbon,1715,Dissolved
Iron,0,Dissolved
Magnesium,8.9,Dissolved
Manganese,0,Dissolved
Nitrate,35,"Filtered, field"
Nitrite,1,"Filtered, field"
Organic carbon,785,Dissolved
pH,8.27,
Potassium,2.14,Dissolved
Silica_reactive,1.51,Total
Sodium,9.75,"Filtered, field"
Soluble Reactive Phosphorus (SRP),27,"Filtered, field"
Sulfate,20.66,Dissolved
Total Nitrogen_mixed forms,470,Dissolved
Total Particulate Carbon,1770,Suspended
Total Particulate Nitrogen,340,Non-Filterable (Particle)
Total Particulate Phosphorus,35,Non-Filterable (Particle)
Total Phosphorus_mixed forms,33,Dissolved
Total suspended solids,17,Non-Filterable (Particle)
Total suspended solids,9,Non-Filterable (Particle)
Alkalinity_total,0,Dissolved
Ammonia,35,"Filtered, field"
Calcium,21.3,Dissolved
Chloride,7.71,"Filtered, field"
Chlorophyll a,28.21,Total
Chlorophyll a,21.39,
Conductivity,226,Total
Inorganic carbon,1684,Dissolved
Iron,0,Dissolved
Magnesium,8.8,Dissolved
Manganese,0,Dissolved
Nitrate,22,"Filtered, field"
Nitrite,2,"Filtered, field"
Organic carbon,802,Dissolved
pH,8.25,
Potassium,2.14,Dissolved
Silica_reactive,1.59,Total
Sodium,8.85,"Filtered, field"
Soluble Reactive Phosphorus (SRP),30,"Filtered, field"
Sulfate,19.99,Dissolved
Total Nitrogen_mixed forms,455,Dissolved
Total Particulate Carbon,2060,Suspended
Total Particulate Nitrogen,407,Non-Filterable (Particle)
Total Particulate Phosphorus,41,Non-Filterable (Particle)
Total Phosphorus_mixed forms,40,Dissolved
Total suspended solids,14,Non-Filterable (Particle)
Total suspended solids,22,Non-Filterable (Particle)
Alkalinity_total,0,Dissolved
Ammonia,70,"Filtered, field"
Calcium,24.4,Dissolved
Chloride,18.59,"Filtered, field"
Chlorophyll a,16.45,Total
Chlorophyll a,12.71,
Conductivity,301,Total
Inorganic carbon,1894,Dissolved
Iron,0,Dissolved
Magnesium,11.1,Dissolved
Manganese,0,Dissolved
Nitrate,22,"Filtered, field"
Nitrite,5,"Filtered, field"
Organic carbon,750,Dissolved
pH,8.29,
Potassium,2.84,Dissolved
Silica_reactive,1.27,Total
Sodium,16.9,"Filtered, field"
Soluble Reactive Phosphorus (SRP),21,"Filtered, field"
Sulfate,27.39,Dissolved
Total Nitrogen_mixed forms,510,Dissolved
Total Particulate Carbon,1470,Suspended
Total Particulate Nitrogen,273,Non-Filterable (Particle)
Total Particulate Phosphorus,33,Non-Filterable (Particle)
Total Phosphorus_mixed forms,29,Dissolved
Total suspended solids,8,Non-Filterable (Particle)
Total suspended solids,14,Non-Filterable (Particle)
Alkalinity_total,0,Dissolved
Ammonia,15,"Filtered, field"
Calcium,30.8,Dissolved
Chloride,20.38,"Filtered, field"
Chlorophyll a,2.4,Total
Chlorophyll a,1.71,
Conductivity,344,Total
Inorganic carbon,2332,Dissolved
Iron,0,Dissolved
Magnesium,12.4,Dissolved
Manganese,0,Dissolved
Nitrate,2,"Filtered, field"
Nitrite,,"Filtered, field"
Organic carbon,607,Dissolved
pH,8.46,
Potassium,2.73,Dissolved
Silica_reactive,0.64,Total
Sodium,19.1,"Filtered, field"
Soluble Reactive Phosphorus (SRP),7,"Filtered, field"
Sulfate,32.19,Dissolved
Total Nitrogen_mixed forms,365,Dissolved
Total Particulate Carbon,470,Suspended
Total Particulate Nitrogen,54,Non-Filterable (Particle)
Total Particulate Phosphorus,7,Non-Filterable (Particle)
Total Phosphorus_mixed forms,13,Dissolved
Total suspended solids,,Non-Filterable (Particle)
Total suspended solids,3,Non-Filterable (Particle)
Alkalinity_total,0,Dissolved
Ammonia,10,"Filtered, field"
Calcium,28.8,Dissolved
Chloride,19.29,"Filtered, field"
Chlorophyll a,2.68,Total
Chlorophyll a,1.77,
Conductivity,328,Total
Inorganic carbon,2198,Dissolved
Iron,0,Dissolved
Magnesium,12.1,Dissolved
Manganese,0,Dissolved
Nitrate,1,"Filtered, field"
Nitrite,1,"Filtered, field"
Organic carbon,652,Dissolved
pH,8.42,
Potassium,2.73,Dissolved
Silica_reactive,0.68,Total
Sodium,18.3,"Filtered, field"
Soluble Reactive Phosphorus (SRP),11,"Filtered, field"
Sulfate,29.92,Dissolved
Total Nitrogen_mixed forms,375,Dissolved
Total Particulate Carbon,580,Suspended
Total Particulate Nitrogen,72,Non-Filterable (Particle)
Total Particulate Phosphorus,8,Non-Filterable (Particle)
Total Phosphorus_mixed forms,16,Dissolved
Total suspended solids,,Non-Filterable (Particle)
Total suspended solids,4,Non-Filterable (Particle)
Alkalinity_total,0,Dissolved
Ammonia,20,"Filtered, field"
Calcium,31.8,Dissolved
Chloride,20.05,"Filtered, field"
Chlorophyll a,2.52,Total
Chlorophyll a,1.62,
Conductivity,352,Total
