DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
Lake Winnipeg Chemistry data from 2002 to 2004,26S,North Basin 26S,53.41288889,-98.76686111,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,16:42:00,,,,,,"Total Phosphorus, mixed forms",,Dissolved,11,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Total Dissolved Phosphorus,,,,FWI,W_326
Lake Winnipeg Chemistry data from 2002 to 2004,26S,North Basin 26S,53.41288889,-98.76686111,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,16:42:00,,,,,,Total suspended solids,,Non-Filterable (Particle),,mg/L,,Below Detection/Quantification Limit,0.02,mg/L,Method Detection Level,Final,,,,FWI_CCGS_Namao-DFO Total Suspended Solids/Loss of Ignition/Trypton,,,,FWI,W_326
Lake Winnipeg Chemistry data from 2002 to 2004,26S,North Basin 26S,53.41288889,-98.76686111,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,16:42:00,,,,,,Total suspended solids,,Non-Filterable (Particle),3,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Particulate Solids,,,,FWI,W_326
Lake Winnipeg Chemistry data from 2002 to 2004,23S,North Basin 23S,53.20508333,-98.61702778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,18:19:00,,,,,,"Alkalinity, total",,Dissolved,0,ueq/L,,,3.4,ueq/L,Method Detection Level,Final,,,,,,,,FWI,W_327
Lake Winnipeg Chemistry data from 2002 to 2004,23S,North Basin 23S,53.20508333,-98.61702778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,18:19:00,,,,,,Ammonia,as NH4,"Filtered, field",10,ug/L,,,2.5,ug/L,Method Detection Level,Final,,,,FWI-DFO Ammonia-Nitrogen,,,,FWI,W_327
Lake Winnipeg Chemistry data from 2002 to 2004,23S,North Basin 23S,53.20508333,-98.61702778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,18:19:00,,,,,,Calcium,,Dissolved,0,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Calcium by Atomic Absorption,,,,FWI,W_327
Lake Winnipeg Chemistry data from 2002 to 2004,23S,North Basin 23S,53.20508333,-98.61702778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,18:19:00,,,,,,Chloride,as Cl,"Filtered, field",0,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Chloride,,,,FWI,W_327
Lake Winnipeg Chemistry data from 2002 to 2004,23S,North Basin 23S,53.20508333,-98.61702778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,18:19:00,,,,,,Chlorophyll a,,Total,1.92,ug/L,,,0.23,ng,Method Detection Level,Final,,,,FWI-DFO Chlorophyll a Gross Fluorescence,,,,FWI,W_327
Lake Winnipeg Chemistry data from 2002 to 2004,23S,North Basin 23S,53.20508333,-98.61702778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,18:19:00,,,,,,Chlorophyll a,,,1.1,ug/L,,,0.23,ng,Method Detection Level,Final,,,,FWI-DFO Chlorophyll a Liquid Chromatography,,,,FWI,W_327
Lake Winnipeg Chemistry data from 2002 to 2004,23S,North Basin 23S,53.20508333,-98.61702778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,18:19:00,,,,,,Conductivity,,Total,373,uS/cm,,,0.5,uS/cm,Method Detection Level,Final,,,,FWI-DFO Specific Contuctance,,,,FWI,W_327
Lake Winnipeg Chemistry data from 2002 to 2004,23S,North Basin 23S,53.20508333,-98.61702778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,18:19:00,,,,,,Inorganic carbon,,Dissolved,2697,umol/L,,,10,umol/L,Method Detection Level,Final,,,,FWI-DFO Dissolved Inorganic Carbon,,,,FWI,W_327
Lake Winnipeg Chemistry data from 2002 to 2004,23S,North Basin 23S,53.20508333,-98.61702778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,18:19:00,,,,,,Iron,,Dissolved,0,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Iron by Atomic Absorption,,,,FWI,W_327
Lake Winnipeg Chemistry data from 2002 to 2004,23S,North Basin 23S,53.20508333,-98.61702778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,18:19:00,,,,,,Magnesium,,Dissolved,0,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Magnesium by Atomic Absorption,,,,FWI,W_327
Lake Winnipeg Chemistry data from 2002 to 2004,23S,North Basin 23S,53.20508333,-98.61702778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,18:19:00,,,,,,Manganese,,Dissolved,0,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Manganese by Atomic Absorption,,,,FWI,W_327
Lake Winnipeg Chemistry data from 2002 to 2004,23S,North Basin 23S,53.20508333,-98.61702778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,18:19:00,,,,,,Nitrate,as NO3,"Filtered, field",,ug/L,,Below Detection/Quantification Limit,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Nitrite and Nitrate Nitrogen,,,,FWI,W_327
Lake Winnipeg Chemistry data from 2002 to 2004,23S,North Basin 23S,53.20508333,-98.61702778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,18:19:00,,,,,,Nitrite,as NO2,"Filtered, field",,ug/L,,Below Detection/Quantification Limit,0.5,ug/L,Method Detection Level,Final,,,,FWI-DFO Nitrite and Nitrate Nitrogen,,,,FWI,W_327
Lake Winnipeg Chemistry data from 2002 to 2004,23S,North Basin 23S,53.20508333,-98.61702778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,18:19:00,,,,,,Organic carbon,,Dissolved,586,umol/L,,,13,umol/L,Method Detection Level,Final,,,,FWI-DFO Dissolved Organic Carbon,,,,FWI,W_327
Lake Winnipeg Chemistry data from 2002 to 2004,23S,North Basin 23S,53.20508333,-98.61702778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,18:19:00,,,,,,pH,,,8.42,None,,,0.004,None,Method Detection Level,Final,,,,FWI-DFO Hydrogen Ion Concentration - pH,,,,FWI,W_327
Lake Winnipeg Chemistry data from 2002 to 2004,23S,North Basin 23S,53.20508333,-98.61702778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,18:19:00,,,,,,Potassium,,Dissolved,0,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Potassium by Atomic Absorption,,,,FWI,W_327
Lake Winnipeg Chemistry data from 2002 to 2004,23S,North Basin 23S,53.20508333,-98.61702778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,18:19:00,,,,,,"Silica, reactive",as SiO2,Total,0.551,ug/L,,,0.002,ug/L,Method Detection Level,Final,,,,FWI-DFO Soluble Reactive Silicon,,,,FWI,W_327
Lake Winnipeg Chemistry data from 2002 to 2004,23S,North Basin 23S,53.20508333,-98.61702778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,18:19:00,,,,,,Sodium,as Na,"Filtered, field",0,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Sodium by Atomic Absorption,,,,FWI,W_327
Lake Winnipeg Chemistry data from 2002 to 2004,23S,North Basin 23S,53.20508333,-98.61702778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,18:19:00,,,,,,Soluble Reactive Phosphorus (SRP),,"Filtered, field",,ug/L,,Below Detection/Quantification Limit,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Soluble Reactive Phosphorous,,,,FWI,W_327
Lake Winnipeg Chemistry data from 2002 to 2004,23S,North Basin 23S,53.20508333,-98.61702778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,18:19:00,,,,,,Sulfate,as SO4,Dissolved,0,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO sulfate,,,,FWI,W_327
Lake Winnipeg Chemistry data from 2002 to 2004,23S,North Basin 23S,53.20508333,-98.61702778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,18:19:00,,,,,,"Total Nitrogen, mixed forms",,Dissolved,325,ug/L,,,5,ug/L,Method Detection Level,Final,,,,FWI-DFO Total Dissolved Nitrogen,,,,FWI,W_327
Lake Winnipeg Chemistry data from 2002 to 2004,23S,North Basin 23S,53.20508333,-98.61702778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,18:19:00,,,,,,Total Particulate Carbon,,Suspended,580,ug/L,,,7,ug/L,Method Detection Level,Final,,,,FWI-DFO Particulate Carbon and Nitrogen,,,,FWI,W_327
Lake Winnipeg Chemistry data from 2002 to 2004,23S,North Basin 23S,53.20508333,-98.61702778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,18:19:00,,,,,,Total Particulate Nitrogen,,Non-Filterable (Particle),31,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Particulate Carbon and Nitrogen,,,,FWI,W_327
Lake Winnipeg Chemistry data from 2002 to 2004,23S,North Basin 23S,53.20508333,-98.61702778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,18:19:00,,,,,,Total Particulate Phosphorus,,Non-Filterable (Particle),10,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Particulate Phosphorus,,,,FWI,W_327
Lake Winnipeg Chemistry data from 2002 to 2004,23S,North Basin 23S,53.20508333,-98.61702778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,18:19:00,,,,,,"Total Phosphorus, mixed forms",,Dissolved,12,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Total Dissolved Phosphorus,,,,FWI,W_327
Lake Winnipeg Chemistry data from 2002 to 2004,23S,North Basin 23S,53.20508333,-98.61702778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,18:19:00,,,,,,Total suspended solids,,Non-Filterable (Particle),3,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Particulate Solids,,,,FWI,W_327
Lake Winnipeg Chemistry data from 2002 to 2004,23S,North Basin 23S,53.20508333,-98.61702778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/17/2002,18:19:00,,,,,,Total suspended solids,,Non-Filterable (Particle),,mg/L,,Below Detection/Quantification Limit,0.02,mg/L,Method Detection Level,Final,,,,FWI_CCGS_Namao-DFO Total Suspended Solids/Loss of Ignition/Trypton,,,,FWI,W_327
Lake Winnipeg Chemistry data from 2002 to 2004,23B,North Basin 23B,53.51233333,-98.26969444,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/18/2002,15:25:00,,,,,,"Alkalinity, total",,Dissolved,0,ueq/L,,,3.4,ueq/L,Method Detection Level,Final,,,,,,,,FWI,W_330
Lake Winnipeg Chemistry data from 2002 to 2004,23B,North Basin 23B,53.51233333,-98.26969444,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/18/2002,15:25:00,,,,,,Ammonia,as NH4,"Filtered, field",10,ug/L,,,2.5,ug/L,Method Detection Level,Final,,,,FWI-DFO Ammonia-Nitrogen,,,,FWI,W_330
Lake Winnipeg Chemistry data from 2002 to 2004,23B,North Basin 23B,53.51233333,-98.26969444,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/18/2002,15:25:00,,,,,,Calcium,,Dissolved,0,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Calcium by Atomic Absorption,,,,FWI,W_330
Lake Winnipeg Chemistry data from 2002 to 2004,23B,North Basin 23B,53.51233333,-98.26969444,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/18/2002,15:25:00,,,,,,Chloride,as Cl,"Filtered, field",0,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Chloride,,,,FWI,W_330
Lake Winnipeg Chemistry data from 2002 to 2004,23B,North Basin 23B,53.51233333,-98.26969444,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/18/2002,15:25:00,,,,,,Chlorophyll a,,Total,2.99,ug/L,,,0.23,ng,Method Detection Level,Final,,,,FWI-DFO Chlorophyll a Gross Fluorescence,,,,FWI,W_330
Lake Winnipeg Chemistry data from 2002 to 2004,23B,North Basin 23B,53.51233333,-98.26969444,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/18/2002,15:25:00,,,,,,Chlorophyll a,,,1.61,ug/L,,,0.23,ng,Method Detection Level,Final,,,,FWI-DFO Chlorophyll a Liquid Chromatography,,,,FWI,W_330
Lake Winnipeg Chemistry data from 2002 to 2004,23B,North Basin 23B,53.51233333,-98.26969444,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/18/2002,15:25:00,,,,,,Conductivity,,Total,327,uS/cm,,,0.5,uS/cm,Method Detection Level,Final,,,,FWI-DFO Specific Contuctance,,,,FWI,W_330
Lake Winnipeg Chemistry data from 2002 to 2004,23B,North Basin 23B,53.51233333,-98.26969444,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/18/2002,15:25:00,,,,,,Inorganic carbon,,Dissolved,2152,umol/L,,,10,umol/L,Method Detection Level,Final,,,,FWI-DFO Dissolved Inorganic Carbon,,,,FWI,W_330
Lake Winnipeg Chemistry data from 2002 to 2004,23B,North Basin 23B,53.51233333,-98.26969444,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/18/2002,15:25:00,,,,,,Iron,,Dissolved,0,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Iron by Atomic Absorption,,,,FWI,W_330
Lake Winnipeg Chemistry data from 2002 to 2004,23B,North Basin 23B,53.51233333,-98.26969444,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/18/2002,15:25:00,,,,,,Magnesium,,Dissolved,0,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Magnesium by Atomic Absorption,,,,FWI,W_330
Lake Winnipeg Chemistry data from 2002 to 2004,23B,North Basin 23B,53.51233333,-98.26969444,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/18/2002,15:25:00,,,,,,Manganese,,Dissolved,0,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Manganese by Atomic Absorption,,,,FWI,W_330
Lake Winnipeg Chemistry data from 2002 to 2004,23B,North Basin 23B,53.51233333,-98.26969444,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/18/2002,15:25:00,,,,,,Nitrate,as NO3,"Filtered, field",,ug/L,,Below Detection/Quantification Limit,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Nitrite and Nitrate Nitrogen,,,,FWI,W_330
Lake Winnipeg Chemistry data from 2002 to 2004,23B,North Basin 23B,53.51233333,-98.26969444,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/18/2002,15:25:00,,,,,,Nitrite,as NO2,"Filtered, field",,ug/L,,Below Detection/Quantification Limit,0.5,ug/L,Method Detection Level,Final,,,,FWI-DFO Nitrite and Nitrate Nitrogen,,,,FWI,W_330
Lake Winnipeg Chemistry data from 2002 to 2004,23B,North Basin 23B,53.51233333,-98.26969444,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/18/2002,15:25:00,,,,,,Organic carbon,,Dissolved,647,umol/L,,,13,umol/L,Method Detection Level,Final,,,,FWI-DFO Dissolved Organic Carbon,,,,FWI,W_330
Lake Winnipeg Chemistry data from 2002 to 2004,23B,North Basin 23B,53.51233333,-98.26969444,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/18/2002,15:25:00,,,,,,pH,,,8.45,None,,,0.004,None,Method Detection Level,Final,,,,FWI-DFO Hydrogen Ion Concentration - pH,,,,FWI,W_330
Lake Winnipeg Chemistry data from 2002 to 2004,23B,North Basin 23B,53.51233333,-98.26969444,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/18/2002,15:25:00,,,,,,Potassium,,Dissolved,0,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Potassium by Atomic Absorption,,,,FWI,W_330
Lake Winnipeg Chemistry data from 2002 to 2004,23B,North Basin 23B,53.51233333,-98.26969444,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/18/2002,15:25:00,,,,,,"Silica, reactive",as SiO2,Total,0.433,ug/L,,,0.002,ug/L,Method Detection Level,Final,,,,FWI-DFO Soluble Reactive Silicon,,,,FWI,W_330
Lake Winnipeg Chemistry data from 2002 to 2004,23B,North Basin 23B,53.51233333,-98.26969444,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/18/2002,15:25:00,,,,,,Sodium,as Na,"Filtered, field",0,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Sodium by Atomic Absorption,,,,FWI,W_330
Lake Winnipeg Chemistry data from 2002 to 2004,23B,North Basin 23B,53.51233333,-98.26969444,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/18/2002,15:25:00,,,,,,Soluble Reactive Phosphorus (SRP),,"Filtered, field",,ug/L,,Below Detection/Quantification Limit,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Soluble Reactive Phosphorous,,,,FWI,W_330
Lake Winnipeg Chemistry data from 2002 to 2004,23B,North Basin 23B,53.51233333,-98.26969444,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/18/2002,15:25:00,,,,,,Sulfate,as SO4,Dissolved,0,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO sulfate,,,,FWI,W_330
Lake Winnipeg Chemistry data from 2002 to 2004,23B,North Basin 23B,53.51233333,-98.26969444,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/18/2002,15:25:00,,,,,,"Total Nitrogen, mixed forms",,Dissolved,345,ug/L,,,5,ug/L,Method Detection Level,Final,,,,FWI-DFO Total Dissolved Nitrogen,,,,FWI,W_330
Lake Winnipeg Chemistry data from 2002 to 2004,23B,North Basin 23B,53.51233333,-98.26969444,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/18/2002,15:25:00,,,,,,Total Particulate Carbon,,Suspended,770,ug/L,,,7,ug/L,Method Detection Level,Final,,,,FWI-DFO Particulate Carbon and Nitrogen,,,,FWI,W_330
Lake Winnipeg Chemistry data from 2002 to 2004,23B,North Basin 23B,53.51233333,-98.26969444,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/18/2002,15:25:00,,,,,,Total Particulate Nitrogen,,Non-Filterable (Particle),84,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Particulate Carbon and Nitrogen,,,,FWI,W_330
Lake Winnipeg Chemistry data from 2002 to 2004,23B,North Basin 23B,53.51233333,-98.26969444,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/18/2002,15:25:00,,,,,,Total Particulate Phosphorus,,Non-Filterable (Particle),12,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Particulate Phosphorus,,,,FWI,W_330
Lake Winnipeg Chemistry data from 2002 to 2004,23B,North Basin 23B,53.51233333,-98.26969444,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/18/2002,15:25:00,,,,,,"Total Phosphorus, mixed forms",,Dissolved,8,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Total Dissolved Phosphorus,,,,FWI,W_330
Lake Winnipeg Chemistry data from 2002 to 2004,23B,North Basin 23B,53.51233333,-98.26969444,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/18/2002,15:25:00,,,,,,Total suspended solids,,Non-Filterable (Particle),,mg/L,,Below Detection/Quantification Limit,0.02,mg/L,Method Detection Level,Final,,,,FWI_CCGS_Namao-DFO Total Suspended Solids/Loss of Ignition/Trypton,,,,FWI,W_330
Lake Winnipeg Chemistry data from 2002 to 2004,23B,North Basin 23B,53.51233333,-98.26969444,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/18/2002,15:25:00,,,,,,Total suspended solids,,Non-Filterable (Particle),3,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Particulate Solids,,,,FWI,W_330
Lake Winnipeg Chemistry data from 2002 to 2004,22,North Basin 22,53.61625,-97.96611111,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/19/2002,13:33:00,,,,,,"Alkalinity, total",,Dissolved,0,ueq/L,,,3.4,ueq/L,Method Detection Level,Final,"W331-337 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C). W335 & 337 CHLA AND HPLC RE-ANALYZED ON APRIL 08 2003",,,,,,,FWI,W_331
Lake Winnipeg Chemistry data from 2002 to 2004,22,North Basin 22,53.61625,-97.96611111,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/19/2002,13:33:00,,,,,,Ammonia,as NH4,"Filtered, field",20,ug/L,,,2.5,ug/L,Method Detection Level,Final,"W331-337 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C). W335 & 337 CHLA AND HPLC RE-ANALYZED ON APRIL 08 2003",,,FWI-DFO Ammonia-Nitrogen,,,,FWI,W_331
Lake Winnipeg Chemistry data from 2002 to 2004,22,North Basin 22,53.61625,-97.96611111,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/19/2002,13:33:00,,,,,,Calcium,,Dissolved,0,mg/L,,,0.02,mg/L,Method Detection Level,Final,"W331-337 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C). W335 & 337 CHLA AND HPLC RE-ANALYZED ON APRIL 08 2003",,,FWI-DFO Calcium by Atomic Absorption,,,,FWI,W_331
Lake Winnipeg Chemistry data from 2002 to 2004,22,North Basin 22,53.61625,-97.96611111,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/19/2002,13:33:00,,,,,,Chloride,as Cl,"Filtered, field",0,mg/L,,,0.01,mg/L,Method Detection Level,Final,"W331-337 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C). W335 & 337 CHLA AND HPLC RE-ANALYZED ON APRIL 08 2003",,,FWI-DFO Chloride,,,,FWI,W_331
Lake Winnipeg Chemistry data from 2002 to 2004,22,North Basin 22,53.61625,-97.96611111,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/19/2002,13:33:00,,,,,,Chlorophyll a,,Total,3.79,ug/L,,,0.23,ng,Method Detection Level,Final,"W331-337 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C). W335 & 337 CHLA AND HPLC RE-ANALYZED ON APRIL 08 2003",,,FWI-DFO Chlorophyll a Gross Fluorescence,,,,FWI,W_331
Lake Winnipeg Chemistry data from 2002 to 2004,22,North Basin 22,53.61625,-97.96611111,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/19/2002,13:33:00,,,,,,Chlorophyll a,,,2.04,ug/L,,,0.23,ng,Method Detection Level,Final,"W331-337 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C). W335 & 337 CHLA AND HPLC RE-ANALYZED ON APRIL 08 2003",,,FWI-DFO Chlorophyll a Liquid Chromatography,,,,FWI,W_331
Lake Winnipeg Chemistry data from 2002 to 2004,22,North Basin 22,53.61625,-97.96611111,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/19/2002,13:33:00,,,,,,Conductivity,,Total,327,uS/cm,,,0.5,uS/cm,Method Detection Level,Final,"W331-337 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C). W335 & 337 CHLA AND HPLC RE-ANALYZED ON APRIL 08 2003",,,FWI-DFO Specific Contuctance,,,,FWI,W_331
Lake Winnipeg Chemistry data from 2002 to 2004,22,North Basin 22,53.61625,-97.96611111,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/19/2002,13:33:00,,,,,,Inorganic carbon,,Dissolved,2168,umol/L,,,10,umol/L,Method Detection Level,Final,"W331-337 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C). W335 & 337 CHLA AND HPLC RE-ANALYZED ON APRIL 08 2003",,,FWI-DFO Dissolved Inorganic Carbon,,,,FWI,W_331
Lake Winnipeg Chemistry data from 2002 to 2004,22,North Basin 22,53.61625,-97.96611111,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/19/2002,13:33:00,,,,,,Iron,,Dissolved,0,mg/L,,,0.01,mg/L,Method Detection Level,Final,"W331-337 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C). W335 & 337 CHLA AND HPLC RE-ANALYZED ON APRIL 08 2003",,,FWI-DFO Iron by Atomic Absorption,,,,FWI,W_331
Lake Winnipeg Chemistry data from 2002 to 2004,22,North Basin 22,53.61625,-97.96611111,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/19/2002,13:33:00,,,,,,Magnesium,,Dissolved,0,mg/L,,,0.01,mg/L,Method Detection Level,Final,"W331-337 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C). W335 & 337 CHLA AND HPLC RE-ANALYZED ON APRIL 08 2003",,,FWI-DFO Magnesium by Atomic Absorption,,,,FWI,W_331
Lake Winnipeg Chemistry data from 2002 to 2004,22,North Basin 22,53.61625,-97.96611111,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/19/2002,13:33:00,,,,,,Manganese,,Dissolved,0,mg/L,,,0.01,mg/L,Method Detection Level,Final,"W331-337 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C). W335 & 337 CHLA AND HPLC RE-ANALYZED ON APRIL 08 2003",,,FWI-DFO Manganese by Atomic Absorption,,,,FWI,W_331
Lake Winnipeg Chemistry data from 2002 to 2004,22,North Basin 22,53.61625,-97.96611111,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,6/19/2002,13:33:00,,,,,,Nitrate,as NO3,"Filtered, field",11,ug/L,,,1,ug/L,Method Detection Level,Final,"W331-337 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C). W335 & 337 CHLA AND HPLC RE-ANALYZED ON APRIL 08 2003",,,FWI-DFO Nitrite and Nitrate Nitrogen,,,,FWI,W_331
